pco138129	176.9	285592105
PHM18705	177.2	285650152
ao3	177.8	286429198
cl8889_1	178.7	287047053
glb2	179.1	287133859
PZA03305	179.7	287728786
npi241a	182.8	289615706
AY110479	186	291937388
chi1	189.3	293118119
IDP2440	189.5	293217775
AY106825	190.3	293700005
AY109128	190.9	293870055
AY112175	191.6	294807181
AY110160	191.8	295097497
gpm548a	194.3	295507672
pco060326	194.6	295530301
pco104394	194.7	295668708
PZA00343	195	295762684
fdx3	195.8	296097227
phb4	197.2	296971341
cl27369_1	197.2	296985656
PZA01239	198.8	297974901
IDP2400	199.8	298511319
umc1605	200	298766998
pco102265b	200.2	299277345
mis12b	0	1049355
pco137413a	0	1267102
cl25041_1a	5.7	2500510
cl11096_1	5.7	2544057
uce4	6.4	2808177
pco118092	6.8	3082367
PZA02264	7.1	3180038
hb67	8.5	3392385
pco082032	10	3610614
lox6(CBM 2.02)	11.5	4192152
PZA02208	17.8	5832980
PZA02081	18.3	5925823
PZA03747	22.6	7519489
sdg140	22.6	7527529
bhlh148	27.6	9449250
cl44168_1	28.2	9964776
PHM5822	29.8	10522351
zfl2	36.2	12649206
gpm7	38.6	13838928
AY106040	40.6	14837139
PZA02337	41.5	15582030
acs2	41.8	15900748
PZA02417	47.7	18075169
PZA00497	49.8	20541703
PZA03228	50.8	20122898
sdg104	52	21907392
AY107034	53.3	22692870
PZA01879	53.4	22899587
PZA03142	54.9	22999224
px14	56.8	25437820
PZA01755	56.9	25310110
PZA03568	58.8	27869268
AY104214	59.9	29023156
pco137050	61.8	30305927
AY103944	62.2	31534332
AY110266	63	33070086
PZA01993	64.2	35329385
pco148979b	64.5	17718824
mop1	67.9	41131324
cry2	69.4	44186481
PZA02450	70.4	47788105
PZA01820	70.9	48109181
IDP267	71.3	49293287
sdg102	72.1	52449235
PZA02168	72.1	51816033
PZA02984	73.4	194361466
AY112119	73.5	60391253
PZA02279	73.6	60416908
PHM3457	74.8	63554418
PZA01902	76.3	93130728
PHM4880	76.5	107818821
PHM13360	76.5	111452832
PZA00485	77.1	124057780
pco061840b	79.8	147944955
cl26752_1	80.7	152841914
PZA02939	81.7	160620927
PZA02465	82.5	164723190
pco142704	83.2	6038659
sdg137	83.3	170175284
PZA00515	84	172784377
PZA00495	84	173887377
sdg110b	84.2	174419091
vdac1a	85.5	177290831
sdg119	85.5	177370536
PZA03184	90.1	182727562
PZA01735	91.5	185341447
PZA03529	97.5	190093038
PZA00824	105.3	196899634
grftf2	106.2	199378455
ago18a	106.3	199510528
IDP364	107.5	202966729
PZB01103	107.8	203572465
PZA02077	115.3	210162481
gpm863	115.7	210584713
PZA01885	115.7	209833930
ham101	120.5	213200911
PZA02456	122.1	213948425
PZA00804	123.9	215089816
PZA02471	127.3	218320676
PZA02418	127.3	217658176
gpm16	129.8	220529078
cl1288_1a	132.4	221982609
cl11737_1	134.3	224079217
PZA02564	135.1	223975807
PZB01013	136.3	225305968
PZA02266	139.7	229529084
PZA01895	139.8	228872983
PZA01352	141.3	229478174
PZA02727	142.7	231598423
AY110389	151.6	234875985
PHM3094	152.5	234722573
PZA03321	153.4	236870780
chr101	154.9	237177008
zap1	155.7	236669675
umc2118	0	1296631
cl19880_1	15	4189570
cl40794_1	20.1	5438548
csu230	20.5	5674392
PZA03527	22.5	5983469
PZA03212	25.4	6739219
pco120183	33.7	9808777
PHM4204	38.3	12132193
PZA00508	38.3	12132551
PZA02427	52.1	24354426
PHM2343	53.4	28334298
pco142867	54.3	30055004
pco094851	54.7	32026378
cl40463_1a	54.9	33556709
paac1	55.5	39820091
PHM13823	55.5	40318889
PZA00297	55.5	40318889
gpm465	55.5	40528986
PHM15899	56	44224072
PZA03070	56	44224072
umc2263	56.4	49150006
lg3	57.1	53883227
myb40	57.3	54471016
lug5	57.7	58295849
AY110403	57.9	76403107
PZA02699	57.9	64615276
AY110297	58	67694182
AY106948	58.1	68051300
PZA02742	58.2	97781701
AY111333	58.3	93198079
arftf9	59.7	123881899
PZA03198	60.5	127614867
PZA00413	60.8	128928165
PZA00363	61.8	135934895
zag2	62.4	137255997
PZA00920	64.1	146643988
crr5	65.4	148064771
PZB02122	65.5	149280489
PZA00827	68.9	156830533
PZB02179	70.6	158932008
PZA00828	70.6	158896370
sps2	72.9	161295516
PZA00667	74.3	162783765
PZA01396	75.9	166420293
umc1400	77	167405938
PHM2885	77.4	167473009
PZA03073	79.3	170149613
PHM1959	79.3	170149613
zmm16	80.8	171471054
PZA02402	81	171486954
PZA03032	82.1	173016068
PZA00783	82.3	173515706
PZA01962	90	179995065
PHM17210	90	179994880
PHM1675	92.6	182131706
PZA03735	92.6	182334242
PZA03733	92.6	182334242
PZA03191	96.7	187060539
sdg113	96.9	187087134
csu180	97.8	187988008
pco067132	100.1	191672177
hmt4	100.5	192284006
got1	101.4	195377312
cle6	103	196510926
PZA01035	103.2	197247713
gpm649	104	198752301
pco143484	106.3	201167456
me6	107.7	201756751
PZA03154	109.2	204223730
PZA02733	111.2	205107723
PZA00538	115.8	208546055
PZA02516	118.4	209735573
kch1	123.9	214355254
PZA03146	127.7	215930994
sh2	128.4	216495981
AY111254	129.8	217502186
PZA01154	131.4	217773782
PHM3342	131.4	217773782
bhlh166	132.8	218561885
cl37643_1	132.8	218272507
pco135758	133	218979525
PZA03391	136.8	221519554
PHM2672	136.8	221436056
PZA00402	140.7	223179497
PZA00316	145.1	225185182
PHM3852	145.3	225307987
PZA01360	146	225532457
PZA02182	146.8	225852909
PHM2423	152.4	229252099
pco096827	154.7	230269128
PZA02423	155.5	230830536
myb88	0.1	1269236
bx4	7.2	3051215
PHM2438	12.2	3890893
PHM3301	19.4	5666685
pco136360	22	6601520
gpm480	25.9	9764120
alf18(CBM 4.03)	31.6	11403566
PZA02138	33.8	11916439
AY110253	39.2	15320600
PHM8527	40.4	17330826
c3h11	43.9	20203138
mbf1	47.7	24639257
PZA03048	48.3	26297333
ocl5a	49.4	29008617
PZA02457	49.4	29197166
fie1	52.8	35790694
orp1	52.8	35950109
gpm155	53.7	37380142
PZA00726	55.4	53468183
nnr1	55.4	56335735
PZA01759	55.4	53078735
bt2	55.8	58979526
akh1	56	65801481
hda108	56	65983218
hcp101a	56.1	66925030
pik1	56.4	71658540
cl8508_1	56.5	72079159
PZA03203	57.4	82918804
CL65845_1	57.7	86526486
als1	57.9	96832612
cry4	58.3	124002463
PZA03409	58.6	129844141
fea2	58.8	133689783
PZA02027	58.8	133926556
PZA03459	58.9	135184888
AY110562	60.6	144862958
PZA03152	61.8	147942670
atg13a	61.8	149303644
PZA02992	62	150491358
gpm458	65.9	155934952
PZA02862	66.8	239413450
PZA01926	69.8	159073222
PZA00067	72.5	229199657
pco061578	76.2	167219964
PZA01289	77.2	170517844
PHM3155	78.4	171376858
PZA00271	80.6	172551715
PZA03536	80.7	108960369
pco068393	81.7	173207738
pco110662	81.9	173331924
PZA03275	85.2	175337410
pco123260	89.1	178606754
tu1	90.7	178918189
PZA01976	92.8	180785427
cl32627_1e	93.2	181251421
AY109534	93.2	181259476
PZA01954	98.3	185310989
PZA03317	99.3	150406739
PZA00941	100.5	186483560
umc1612	101.3	187530536
PZA02411	101.5	153223584
PZB01461	102.6	188385744
PZA00332	102.9	189215297
cl42326_1	105	191944776
rrb2	105.4	192376709
myb63	107	197249760
omt4	107.4	198256537
pco072913	107.9	199254318
PZA02421	108.1	199962521
IDP324	108.7	201532435
mlo4	110.1	207435849
PZA03081	110.4	209972408
PZB01021	110.6	210865185
PZA02479	111.3	213260027
PZA00155	111.5	215800496
myb42	112.2	217140381
AY111962	112.5	221138448
gpm553	112.5	221041950
AY107200	115.2	229715408
AY109933	118.4	232265095
ssp1	118.9	233478819
umc2360	119.6	234166947
PCO088312	126.9	236654375
php20608a(CBM 4.10)	129.3	237244514
hcp101b	135.6	238860480
AY109611	138.1	239643659
sro4	0.1	859812
AY110625	0.2	1033436
PZA00818	0.6	1045283
umc2022	3.5	2116106
chld1	9.1	3095928
gpm707	10.9	3535893
PHM13122	13.3	4201060
cl35669_1	22.1	5933678
PZA02462	25.4	6866349
PZB00054	26	7125684
PZA02753	27.5	7256175
PHM3137	28.4	7527027
vps1(CBM 5.02)	30.3	8007214
PZA01371	30.3	8259987
PZA01925	30.4	8519368
PZA00865	30.8	9329640
PZA03092	37.9	12044175
PZA01284	37.9	12036037
AY110835	41.5	13731844
pco143498	42.7	14070028
PZA01327	45.4	15155073
mbd109	47	16320354
PZA01523	47	16320695
pco090715	49	18358315
PZA03274	50.8	20219035
PZA03226	50.8	20219035
PZA02792	51.8	21914332
PCO135705	53.6	23284770
pco093291	56.1	30760520
cpn1	56.2	31022591
PZA00801	57.3	32227047
PZB00869	57.5	33070313
PZA01563	57.6	33304797
PHM4647	57.6	33285364
PHM16854	58	35277086
PZA00499	58	35276907
pco105903	58.3	37727150
pco121900	58.3	38506968
gpm564	58.3	38499773
PHM12992	58.4	39192429
PZA02207	60.6	49926719
umc2297	62.4	58637308
pco113787	62.4	58629736
pco122536	62.6	59299688
cl439_1b	63	60026465
PZA02676	63.2	60798603
umc1870	64	64135849
PZB00232	64	64145458
pco125096	64.4	66460326
PZB01112	65	69147384
PZA01349	65.4	70028590
PZA02525	65.5	70044163
sdg129	65.9	71873816
PHM5798	65.9	71876803
PZA01303	66	73132746
dts1	66.8	75965462
arftf20	67.5	78415886
pco080890	68.1	81986744
cf1	68.7	84284464
pco096212	68.7	84097672
PZA03049	69.5	89351903
PZA02164	70	112928392
PZB01017	74.5	158686956
AY105205	74.8	159327268
PZA02981	78.4	167064846
ae1	79.7	168492139
cl15755_1	80.7	169828779
cl31997_1	80.7	169619973
pco136495a	81.7	170458851
PZA02040	83.3	172133346
pco131924a(CBM 5.05)	83.4	172434779
IDP51	84	172973456
PZA01410	84.1	173389286
serk2	87.2	176261637
PZA01304	89.1	179240778
IDP333	89.1	179889989
AY111089	90.2	180787355
csu173	90.6	181437480
PZA02408	90.6	181197503
PZA03324	90.8	182040351
AY107329	91.1	183171312
hct6	91.9	183658122
PZA03172	98.2	188967651
vpe1	98.8	189856260
PZA02751	99.5	190687917
PZA02426	101.2	192167921
PHM532	101.9	193782893
jmj15	106.2	199272243
pco087990	107	200582275
PZA01265	109	202049475
PZA02060	110.2	203205315
IDP36	110.7	203681753
orrm1	114	204811304
cl17982_1a	115.1	205359894
gpm874b	123.1	207758143
gpm17	124.9	208317270
PZA03167	125.2	208398128
PZA01259	126.4	208745928
PHM5484	127.6	21571529
mmp118	132.6	211225349
PZA01140	137	212240868
PZA02390	138	212682814
PZA02480	152.3	215883771
umc1606	0	9499905
umc2311	5.1	24607855
PZA03047	6.9	31411941
PZA02948	7.8	35680636
PZA03063	7.8	35896141
ccp5	8.2	39529235
myb1	8.7	57696052
PZA01527	8.8	58423170
PZA01425	10.7	78199931
PZA00427	11.1	80974960
IDP441	11.3	81850247
PZA03069	11.7	83126966
si1	12.4	84949624
arodh3	12.9	85959826
pco087396	13.1	86418916
cl2242_11	18.6	92976445
PZA03488	22.1	95604950
AY104775	27.8	102563038
PZA01029	41.5	113885960
pco136292	42.1	117286818
PZA01736	43.4	118087791
pco139551	43.7	118783891
AY107053	44.4	120201718
tm20	44.4	120315469
cl5367_1b	44.6	120864236
AY105479	45.7	123931291
PZA00473	45.9	124328526
rfz1	46.3	124985849
PZA01552	48	129885873
ga2ox6	50	131338805
PZA01884	50.7	132064240
PCO134814	52.5	134643812
AY110542	52.5	135110368
AY110435	53.1	137265858
PZA02187	54	138931644
PZA02478	54.7	141098824
hagtf29	55.7	142637425
AY110260	56.3	143854557
su4	56.6	144755799
dxs1	58.2	146570742
IDP2375	59.2	147413665
AY107881	59.5	147848390
pco140565	61.4	148827215
pco093173	72.3	155586939
pco141133	75.1	156713541
umc2389	75.8	156785536
AY105728	78.6	158607741
hsp101	86.2	160816570
mis1	86.7	161650053
prh12	86.8	161744096
umc2323	94	163209693
cl22071_1	94.1	163293631
PZB01222	97.3	164321896
cl2592_1	101	165090982
agp2	106.6	166787452
PZA02815	109.7	168976337
pco096998	0	772672
ppr2	7	2584810
fnr2	21.8	5100138
PZA01909	28.4	6540311
trh2	39.9	13181810
pco103663	43.9	17529648
sdg101	44.7	20255014
PHM15501	47.8	30693184
PZA00132	48.1	31785259
PHM4353	48.2	34183685
sdg136	48.4	38217966
AY106170	49.1	41746480
PZA03723	49.1	45162309
PZA01936	49.1	45400081
nbp1	49.1	46493910
si605085g01	49.1	47411204
umc1433	49.2	82672544
sdg110a	49.4	84870169
PZA02291	49.5	85907159
pco111635	49.5	86073258
PZA02018	50	97341181
PZA01933	50.7	103535800
AY109968	51.2	106775843
PZA02365	61.4	127179179
gst23	63.2	128406348
pco099019	63.4	128902836
PZA01946	63.7	129376221
pco123006	63.7	129390708
PZA01714	69.8	134168464
mbd108	69.8	134171280
PZB00752	71.2	136898993
zmm7	71.5	136296029
PZA01542	72.2	135508838
PZA00111	72.7	139402429
pco110957	72.7	139637508
PZA03728	75.3	142818487
PZA03166	76.2	143208018
AY107911	77	144165645
AY109644	81.1	148490575
PZA02722	81.2	148850405
PZA03176	89.4	157207040
c3h32	92.2	158715746
pco136752	92.2	158729327
PZA02386	95.2	160271657
IDP1657	107.9	152997411
PZA02373	110.7	167373185
pco120172	112.3	167974739
pco091441	113.4	168291384
PZA01028	117.6	170567749
cl48276_1	120.4	171273581
PZB00605	120.8	171745008
sod2	121.1	171775019
PZA00424	134.1	174820350
AY109703	135	175788655
sbp9	0	167824
PZA01623	14.8	5160708
PZA03178	29.8	11486302
PHM9695	32.1	12285354
crs2	32.3	12557722
pco079267	36.4	14070896
pco148010	37.1	14730218
PZA02454	42	18215366
nfd110	47.4	21829304
pco134958	48.6	22397520
pco122768	49.9	23774669
pco109727	50.6	24724594
prp1	52.4	51816721
PZA01209	52.4	55724547
AY110113	52.4	58054834
PZA00793	52.7	65656733
pco154872	53	70026829
PHM11114	53.4	72628174
imp1	54.7	82956568
gpm734	54.8	83586988
PZA02522	54.8	83920698
pco077003	57.5	100687683
PZA03135	57.7	101775361
kch6	58	101584706
mbd101	59.7	106608894
AY110056	61.3	112197125
PZA03012	62.3	116152525
PHM934	63.3	118191641
PZA02748	63.5	118679265
sdg105	64.1	119356309
cyc1	64.2	119587820
PZB02155	66.9	124182497
IDP2454	67.1	124537076
PHM10525	67.3	125606805
pco112665	67.4	127020859
PZA03612	68	129490869
mmt1	69.7	134585709
pco112154	69.8	134624500
umc1316	70.6	138324011
sdg115b	76.1	147264170
PZA03182	80.8	153001174
pco124021	82	155912198
PHM15278	82.3	156263468
sdg139	82.4	156446821
PZA00838	87.3	159782943
PHM3465	88.2	160769665
cl9362_1	88.5	160737100
PZB00811	89.5	161389222
PZA02746	94.1	164376577
pco098921	96.5	164784195
pco081168	98.2	164961498
PZA01316	99	165681934
pco129491	100.3	165628436
IDP257	103.7	166638225
AY110569	106.9	167827882
PHM14046	117.5	170807917
obf4	119	170849743
PZA00760	125	172351442
cmu1	127.9	172665323
agrr21(CBM 8.09)	128.4	172961620
IDP844	0	4009489
ftr1	14.6	9969973
sh1	18.6	11500926
PHM8909	18.6	110677553
AY107496	20.7	12108547
orc1	21	12350567
PZA02344	23.8	13777074
cl27880_1	30.4	17005875
mrpa3	31.2	17746515
PZA00860	32.6	18782106
pco094430	34.3	150229300
eno1	39.4	22112240
wx1(CBM 9.03)	40	23267684
PZB00544	40	23258204
PZB01110	41.8	24074354
gpm6	42.8	25726920
polm3	44.5	28406066
umc2370	45.2	38416282
PZA03469	45.3	43841651
PZB00014	45.4	46498601
ras11D1	45.9	77764194
PZA00925	45.9	77026388
PZA01791	46.1	82022416
PZB00761	46.3	87869349
PZA01861	46.6	88651842
BE518809	47	91975944
PZA02545	47	90969822
haf101b	47.2	94384689
AY103770	49.1	100416964
bzip60	49.1	100855159
PZB01899	49.5	102484012
hscf1	51.9	107641598
PZA00152	53.1	110677553
PZB01358	53.1	111007594
PZA00015	54	113420650
PZA03470	54.7	114095893
cgs1	56.7	118703401
AY109764	57.7	122457299
IDP756	58.1	123085598
mmp179	62.9	131180228
PHM3330	63.3	132886286
pco138567b	64.3	134139943
AY110217	64.5	134160216
PZA02111	65.4	134641216
sdg125	65.5	135521216
cl37086_1	67	136765593
fad7	69.4	138099701
PZA02252	74.2	140970753
hb1	85.6	145596856
zmm8	87.9	146936987
PZB00221	87.9	146944219
rfa1	88.4	147128364
IDP1465	88.5	147172658
PHM4604	89.3	147354765
rzfl1	89.4	147635621
pco110312	89.8	147767839
gras45	93.5	149430555
PZA00912	94.8	149544521
AY104289	95.7	57913128
gst9	103	151986613
met3	114.8	154729337
PZA02554	0	2454333
cl24029_1	5.9	4074286
cr4	15.2	5591911
PHM2828	21.3	6594058
AI795367	24.8	9383491
pco098048	25	9366054
PZB01301	26.8	10198909
PHM15331	28.5	10888141
pco144235	31	13497213
sweet13a	32.4	14767640
PZA02961	33.3	16210496
PZA02470	33.9	18670244
sad1	35.8	25983459
zmm1	36	30872196
PZA03491	36.2	36254235
pao1	36.5	62260920
PZA01677	36.9	71063036
PZA02941	36.9	71371828
PZA00933	36.9	71465771
PZA01877	38.6	77686954
fie2	40.1	84106322
nac1	41	87283919
PZA00048	42.9	98714259
pco111589	43	99014059
AY110514	43.4	99619222
pco078062b	43.8	106969915
PHM12625	43.8	106794844
odo1	44.3	109817358
PZA02128	44.8	111795775
PZA01089	46.7	117586271
PHM4341	46.7	117586271
cl32758_1	47.1	118011019
serk1	48	121772419
PZA03196	48.8	124346736
PZA00647	52.2	130080970
PZA02320	56.1	132620909
PZB01111	58.4	134434838
cl37280_1	64.8	137987861
IDP263	69.2	139399452
met2	75.4	141612636
pco139265	80.8	143089757
AY110016	81.6	143895568
gtr1	82.1	144041132
pco137895	91	146428518
atg1t	101.9	148410228
